Time,E,H,I,R,S
7.78634,242,1,114,156,9487
7.79475,243,1,114,156,9486
7.79884,244,1,114,156,9485
7.80354,245,1,114,156,9484
7.80412,246,1,114,156,9483
7.80604,246,1,113,157,9483
7.81394,247,1,113,157,9482
7.81538,248,1,113,157,9481
7.82244,249,1,113,157,9480
7.82929,248,1,114,157,9480
7.83509,247,1,115,157,9480
7.84285,246,1,116,157,9480
7.849,247,1,116,157,9479
7.85063,248,1,116,157,9478
7.85069,249,1,116,157,9477
7.85599,250,1,116,157,9476
7.85942,250,1,115,158,9476
7.86921,251,1,115,158,9475
7.87518,251,1,114,159,9475
7.87737,250,1,115,159,9475
7.88813,251,1,115,159,9474
7.90456,251,1,114,160,9474
7.90829,252,1,114,160,9473
7.91477,251,1,115,160,9473
7.91647,252,1,115,160,9472
7.92056,251,1,116,160,9472
7.92912,252,1,116,160,9471
7.92937,253,1,116,160,9470
7.93117,252,1,117,160,9470
7.93214,252,1,116,161,9470
7.93429,251,1,117,161,9470
7.93965,251,1,116,162,9470
7.94732,252,1,116,162,9469
7.94947,251,1,117,162,9469
7.9524,252,1,117,162,9468
7.95251,253,1,117,162,9467
7.95317,253,1,116,163,9467
7.96528,254,1,116,163,9466
7.96736,253,1,117,163,9466
7.96784,253,1,116,164,9466
7.97133,252,1,117,164,9466
7.98098,252,1,116,165,9466
7.98165,251,1,117,165,9466
7.994,250,1,118,165,9466
8.0045,251,1,118,165,9465
8.00817,250,1,119,165,9465
8.00973,251,1,119,165,9464
8.02117,252,1,119,165,9463
8.02175,253,1,119,165,9462
8.02434,253,1,118,166,9462
8.03635,254,1,118,166,9461
8.05162,255,1,118,166,9460
8.05689,256,1,118,166,9459
8.05844,257,1,118,166,9458
8.05924,256,1,119,166,9458
8.06594,255,1,120,166,9458
8.06938,256,1,120,166,9457
8.07903,255,1,121,166,9457
8.07983,256,1,121,166,9456
8.09492,257,1,121,166,9455
8.10615,257,1,120,167,9455
8.1077,257,1,119,168,9455
8.11712,258,1,119,168,9454
8.11777,258,1,118,169,9454
8.12366,257,1,119,169,9454
8.13264,257,1,118,170,9454
8.13498,257,1,117,171,9454
